run_id,framework,dataset,strategy,partition_strategy,clients,rounds,samples_per_client,alpha,shards_per_client,epochs,final_accuracy,final_loss,final_accuracy_std,final_worst_client_accuracy,fairness_gap,wall_clock_time_seconds,avg_cpu_usage_percent,avg_peak_memory_mb,avg_compute_time_seconds,avg_comm_size_mb,avg_aggregation_time_sec,started_at,completed_at,n_rounds_logged,framework_label,dataset_label
nvflare-cifar100-aug25_1350-caee,nvflare,cifar100,FedAvg,iid,2,5,1000,,,3,0.1,4.265886127948761,0.005,0.1,0.0,54.93,17.990000000000002,687.159765625,2.0681670904159546,6.3966217041015625,2.532,2026-08-25 13:50:13.040686,2026-08-25 13:51:08.761967,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1351-b968,nvflare,cifar100,FedAvg,iid,2,10,1000,,,3,0.17,7.139050245285034,0.01,0.15,0.020000000000000018,66.64,17.979999999999997,598.940234375,1.7040640473365785,6.3966217041015625,2.84,2026-08-25 13:51:13.150204,2026-08-25 13:52:20.399666,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1352-d783,nvflare,cifar100,FedAvg,iid,2,15,1000,,,3,0.14,8.655160427093506,0.01,0.14,0.0,96.51,17.316666666666663,603.9239583333333,1.854146401087443,6.3966217041015625,3.1853333333333333,2026-08-25 13:52:28.210512,2026-08-25 13:54:05.332217,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1354-eaff,nvflare,cifar100,FedAvg,iid,5,5,1000,,,3,0.14,3.6610273122787476,0.042,0.1,0.04000000000000001,49.04,14.8,597.1040625,1.744431037902832,6.3966217041015625,3.168,2026-08-25 13:54:13.288810,2026-08-25 13:55:02.989017,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1355-de9f,nvflare,cifar100,FedAvg,iid,5,10,1000,,,3,0.19,3.953104019165039,0.0049,0.18,0.010000000000000009,76.37,15.993999999999998,593.166484375,1.8572160720825195,6.3966217041015625,3.372,2026-08-25 13:55:13.345200,2026-08-25 13:56:30.356749,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1356-637c,nvflare,cifar100,FedAvg,iid,5,15,1000,,,3,0.23,5.278520822525024,0.0183,0.19,0.04000000000000001,100.14,16.126666666666665,600.37421875,1.7163900979359945,6.3966217041015625,3.4453333333333322,2026-08-25 13:56:43.426379,2026-08-25 13:58:24.215137,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1358-a1c9,nvflare,cifar100,FedAvg,iid,8,5,1000,,,3,0.13,4.076043784618378,0.0285,0.12,0.010000000000000009,52.19,16.737499999999997,595.98525390625,1.977354246377945,6.3966217041015625,2.4560000000000004,2026-08-25 13:58:28.515067,2026-08-25 13:59:21.315285,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1359-adb1,nvflare,cifar100,FedAvg,iid,8,10,1000,,,3,0.22,4.597958087921143,0.0183,0.22,0.0,80.74,16.87375,597.45771484375,1.9148601293563843,6.3966217041015625,3.582,2026-08-25 13:59:28.574442,2026-08-25 14:00:49.945222,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1400-ffa8,nvflare,cifar100,FedAvg,iid,8,15,1000,,,3,0.21,5.328178524971008,0.0409,0.15,0.06,106.07,15.830000000000004,598.83662109375,1.788666558265686,6.3966217041015625,3.5973333333333324,2026-08-25 14:00:58.650823,2026-08-25 14:02:45.323076,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1402-163b,nvflare,cifar100,FedAvg,iid,2,5,2000,,,3,0.215,3.6303364549364363,0.02,0.175,0.04000000000000001,51.55,16.98,614.55625,3.5010858535766602,6.3966217041015625,2.756,2026-08-25 14:02:58.752982,2026-08-25 14:03:50.918084,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1403-7e41,nvflare,cifar100,FedAvg,iid,2,10,2000,,,3,0.21,5.884209632873535,0.0175,0.175,0.035,85.77,16.490000000000002,621.262109375,3.582316482067108,6.3966217041015625,2.9219999999999997,2026-08-25 14:03:58.804977,2026-08-25 14:05:25.199912,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1405-3f45,nvflare,cifar100,FedAvg,iid,2,15,2000,,,3,0.24,6.489568914685931,0.0375,0.165,0.07499999999999998,123.92,16.643333333333327,615.6430989583333,3.940351359049479,6.3966217041015625,2.9793333333333334,2026-08-25 14:05:28.867730,2026-08-25 14:07:33.421765,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1407-d675,nvflare,cifar100,FedAvg,iid,5,5,2000,,,3,0.21,3.235994134630476,0.01,0.195,0.014999999999999986,60.57,15.595999999999998,608.85609375,3.775416917800903,6.3966217041015625,4.042,2026-08-25 14:07:43.951815,2026-08-25 14:08:45.157774,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1408-dd39,nvflare,cifar100,FedAvg,iid,5,10,2000,,,3,0.27,3.773438044956752,0.0157,0.24,0.030000000000000027,95.91,17.596,616.642734375,3.4656933116912843,6.3966217041015625,3.928,2026-08-25 14:08:59.014094,2026-08-25 14:10:35.541098,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1410-2508,nvflare,cifar100,FedAvg,iid,5,15,2000,,,3,0.275,4.696019206728254,0.032,0.21,0.06500000000000003,138.67,16.264,617.22703125,3.538031209309896,6.3966217041015625,4.239999999999999,2026-08-25 14:10:44.091780,2026-08-25 14:13:03.364572,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1413-707f,nvflare,cifar100,FedAvg,iid,8,5,2000,,,3,0.22,3.1199228082384383,0.0219,0.205,0.015000000000000013,63.68,16.5,611.31650390625,3.6254774212837217,6.3966217041015625,5.159999999999999,2026-08-25 14:13:14.194852,2026-08-25 14:14:18.497644,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1414-350e,nvflare,cifar100,FedAvg,iid,8,10,2000,,,3,0.26,3.4038520199911937,0.0207,0.22,0.04000000000000001,100.56,15.372499999999999,615.8427734375,3.597049969434738,6.3966217041015625,3.786,2026-08-25 14:14:29.255543,2026-08-25 14:16:10.459472,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1416-c4f5,nvflare,cifar100,FedAvg,iid,8,15,2000,,,3,0.275,4.390653508050101,0.0159,0.27,0.0050000000000000044,138.23,15.830833333333334,617.0277994791667,3.504887956380844,6.3966217041015625,4.135333333333333,2026-08-25 14:16:14.335386,2026-08-25 14:18:33.170388,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1418-9fc7,nvflare,cifar100,FedAvg,iid,2,5,4000,,,3,0.285,3.2877991382892313,0.0087,0.2675,0.01749999999999996,72.43,19.97,634.980078125,7.1856098651885985,6.3966217041015625,3.3840000000000003,2026-08-25 14:18:44.453315,2026-08-25 14:19:57.513026,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1419-826c,nvflare,cifar100,FedAvg,iid,2,10,4000,,,3,0.275,5.802654779874361,0.0225,0.23,0.04500000000000001,127.07,11.995000000000001,636.064453125,7.274407279491425,6.3966217041015625,3.0650000000000004,2026-08-25 14:19:59.509572,2026-08-25 14:22:07.215663,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1422-5fc2,nvflare,cifar100,FedAvg,iid,2,15,4000,,,3,0.2775,7.138859785520113,0.0225,0.2325,0.04500000000000001,181.18,16.31333333333333,632.183203125,7.088183188438416,6.3966217041015625,3.003333333333333,2026-08-25 14:22:14.595629,2026-08-25 14:25:16.395325,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1425-a203,nvflare,cifar100,FedAvg,iid,5,5,4000,,,3,0.31,2.869963077398447,0.0227,0.275,0.034999999999999976,79.64,17.991999999999997,629.6371875,7.165253667831421,6.3966217041015625,3.7760000000000007,2026-08-25 14:25:29.710158,2026-08-25 14:26:49.984687,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1426-4a97,nvflare,cifar100,FedAvg,iid,5,10,4000,,,3,0.38,3.3286443857046275,0.0323,0.3025,0.07750000000000001,129.81,15.398,633.845234375,6.701806726455689,6.3966217041015625,4.426,2026-08-25 14:26:59.775618,2026-08-25 14:29:10.197469,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1429-9de7,nvflare,cifar100,FedAvg,iid,5,15,4000,,,3,0.3425,4.42462655214163,0.0266,0.29,0.05250000000000005,196.24,17.192000000000007,636.79953125,6.752200489044189,6.3966217041015625,5.108,2026-08-25 14:29:14.869529,2026-08-25 14:32:31.702764,15,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1432-6741,nvflare,cifar100,FedAvg,iid,8,5,4000,,,3,0.3025,2.7683597711416392,0.0162,0.285,0.017500000000000016,82.1,15.0,629.926953125,7.14819872379303,6.3966217041015625,3.444,2026-08-25 14:32:45.004201,2026-08-25 14:34:07.749940,5,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1434-7249,nvflare,cifar100,FedAvg,iid,8,10,4000,,,3,0.3525,2.980728131074172,0.0216,0.305,0.04749999999999999,142.29,15.872500000000002,633.75166015625,7.166526877880097,6.3966217041015625,4.985000000000001,2026-08-25 14:34:15.070264,2026-08-25 14:36:38.004923,10,NVFlare,CIFAR-100
nvflare-cifar100-aug25_1436-1ab2,nvflare,cifar100,FedAvg,iid,8,15,4000,,,3,0.3675,3.6803123217362623,0.0263,0.3225,0.044999999999999984,199.18,15.164166666666668,632.7841471354167,6.897021357218424,6.3966217041015625,4.543999999999999,2026-08-25 14:36:45.179311,2026-08-25 14:40:05.001316,15,NVFlare,CIFAR-100
nvflare-femnist-aug25_1440-7db4,nvflare,femnist,FedAvg,iid,2,5,1000,,,3,0.68,1.3821724653244019,0.01,0.66,0.020000000000000018,57.66,17.970000000000002,840.374609375,1.5026214838027954,6.320060729980469,3.282000000000001,2026-08-25 14:40:15.333179,2026-08-25 14:41:13.696591,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1441-01aa,nvflare,femnist,FedAvg,iid,2,10,1000,,,3,0.75,1.5090941488742828,0.02,0.71,0.040000000000000036,73.21,17.474999999999998,816.9423828125,1.6036383628845214,6.320060729980469,2.942,2026-08-25 14:41:15.381462,2026-08-25 14:42:29.197910,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1442-d7eb,nvflare,femnist,FedAvg,iid,2,15,1000,,,3,0.72,2.1104259490966797,0.01,0.72,0.0,97.09,16.98333333333333,816.4734375,1.4859259764353434,6.320060729980469,3.058666666666667,2026-08-25 14:42:30.437324,2026-08-25 14:44:08.169337,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1444-d316,nvflare,femnist,FedAvg,iid,5,5,1000,,,3,0.64,1.0635826736688614,0.031,0.64,0.0,51.71,15.2,812.165,1.517820987701416,6.320060729980469,3.22,2026-08-25 14:44:15.510000,2026-08-25 14:45:07.854507,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1445-2e30,nvflare,femnist,FedAvg,iid,5,10,1000,,,3,0.71,0.9770216792821884,0.0303,0.7,0.010000000000000009,79.85,14.993999999999998,809.581796875,1.6497990131378173,6.320060729980469,3.4839999999999995,2026-08-25 14:45:15.559114,2026-08-25 14:46:35.993285,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1446-a9dd,nvflare,femnist,FedAvg,iid,5,15,1000,,,3,0.68,1.0172503739595413,0.0361,0.68,0.0,106.96,15.465333333333335,813.0418229166667,1.6255940278371175,6.320060729980469,3.269333333333333,2026-08-25 14:46:45.626474,2026-08-25 14:48:33.236639,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1454-8d1d,nvflare,femnist,FedAvg,iid,8,10,1000,,,3,0.75,0.8906806111335754,0.0338,0.72,0.030000000000000027,82.08,15.248750000000001,814.625,1.4651104271411897,6.320060729980469,3.532,2026-08-25 14:54:15.890378,2026-08-25 14:55:38.589924,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1455-0a03,nvflare,femnist,FedAvg,iid,8,15,1000,,,3,0.78,0.8653281927108765,0.0277,0.76,0.020000000000000018,109.46,16.080833333333334,814.39208984375,1.5385546485582988,6.320060729980469,3.7706666666666675,2026-08-25 14:55:45.963098,2026-08-25 14:57:36.070382,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1457-61e5,nvflare,femnist,FedAvg,iid,2,5,2000,,,3,0.825,0.6944564985377448,0.035,0.755,0.06999999999999995,60.51,15.960000000000003,809.502734375,3.414298677444458,6.320060729980469,2.99,2026-08-25 14:57:46.059509,2026-08-25 14:58:47.174822,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1459-d98b,nvflare,femnist,FedAvg,iid,2,10,2000,,,3,0.81,0.8290153379951205,0.0075,0.795,0.015000000000000013,85.64,16.475,808.8482421875,3.073657143115997,6.320060729980469,2.862,2026-08-25 14:59:01.112374,2026-08-25 15:00:27.360092,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1500-50d2,nvflare,femnist,FedAvg,iid,2,15,2000,,,3,0.8,1.2273645315851485,0.0,0.8,0.0,118.39,15.313333333333329,812.2763020833333,3.103390177090963,6.320060729980469,3.0726666666666658,2026-08-25 15:00:31.171493,2026-08-25 15:02:30.219547,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1502-08de,nvflare,femnist,FedAvg,iid,5,5,2000,,,3,0.78,0.7480838809694562,0.0184,0.78,0.0,66.8,16.396,812.33453125,3.345919485092163,6.320060729980469,4.5600000000000005,2026-08-25 15:02:31.247315,2026-08-25 15:03:38.682744,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1503-45ed,nvflare,femnist,FedAvg,iid,5,10,2000,,,3,0.79,0.7245911530085972,0.0216,0.79,0.0,97.5,16.392,813.439765625,3.1413639831542968,6.320060729980469,3.8449999999999998,2026-08-25 15:03:46.304372,2026-08-25 15:05:24.411437,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1505-fb7b,nvflare,femnist,FedAvg,iid,5,15,2000,,,3,0.755,0.9511179583413261,0.0282,0.755,0.0,136.7,16.392,819.9750520833334,3.0588940652211507,6.320060729980469,4.051333333333334,2026-08-25 15:05:31.382761,2026-08-25 15:07:48.701978,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1508-c668,nvflare,femnist,FedAvg,iid,8,5,2000,,,3,0.745,0.9114150404930115,0.0283,0.745,0.0,67.51,14.495,810.83623046875,3.2296916782855987,6.320060729980469,2.5799999999999996,2026-08-25 15:08:01.485535,2026-08-25 15:09:09.667516,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1515-c33e,nvflare,femnist,FedAvg,iid,8,15,2000,,,3,0.81,0.8816822171211243,0.023,0.79,0.020000000000000018,136.43,15.330833333333336,813.8527018229166,3.0595868984858194,6.320060729980469,3.802,2026-08-25 15:15:01.726263,2026-08-25 15:17:18.771908,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1517-daf7,nvflare,femnist,FedAvg,iid,2,5,4000,,,3,0.815,0.6528068001453693,0.0025,0.815,0.0,70.53,11.99,808.083984375,5.816304397583008,6.320060729980469,3.0839999999999996,2026-08-25 15:17:31.839328,2026-08-25 15:18:42.976249,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1524-d6e1,nvflare,femnist,FedAvg,iid,2,15,4000,,,3,0.795,1.2365163633456597,0.0112,0.795,0.0,178.91,17.313333333333333,821.55390625,6.851582423845927,6.320060729980469,3.0306666666666664,2026-08-25 15:24:17.048244,2026-08-25 15:27:16.552309,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1532-a194,nvflare,femnist,FedAvg,iid,5,10,4000,,,3,0.8125,0.6639339522673533,0.0156,0.8125,0.0,139.16,14.798,813.993671875,6.135328450202942,6.320060729980469,4.121,2026-08-25 15:32:47.311441,2026-08-25 15:35:07.090254,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1535-c54b,nvflare,femnist,FedAvg,iid,5,15,4000,,,3,0.82,0.7794344046941171,0.012,0.8075,0.012499999999999956,190.52,16.395999999999997,817.0640625,6.230202693939209,6.320060729980469,5.251333333333333,2026-08-25 15:35:17.409635,2026-08-25 15:38:28.511145,15,NVFlare,FEMNIST
nvflare-femnist-aug25_1538-65be,nvflare,femnist,FedAvg,iid,8,5,4000,,,3,0.83,0.5391486493440775,0.0117,0.8175,0.012499999999999956,81.89,15.247499999999999,815.8580078125,5.784101527929306,6.320060729980469,2.564,2026-08-25 15:38:32.533996,2026-08-25 15:39:55.049758,5,NVFlare,FEMNIST
nvflare-femnist-aug25_1540-bdae,nvflare,femnist,FedAvg,iid,8,10,4000,,,3,0.8575,0.5117822919900601,0.012,0.8275,0.030000000000000027,131.31,16.5,818.92822265625,5.852306810021401,6.320060729980469,5.078,2026-08-25 15:40:02.602035,2026-08-25 15:42:14.487324,10,NVFlare,FEMNIST
nvflare-femnist-aug25_1542-3466,nvflare,femnist,FedAvg,iid,8,15,4000,,,3,0.845,0.6264036426750513,0.0097,0.835,0.010000000000000009,175.82,15.914166666666667,812.83974609375,6.052051631609599,6.320060729980469,3.5819999999999994,2026-08-25 15:42:17.701365,2026-08-25 15:45:14.150406,15,NVFlare,FEMNIST
flower-femnist-aug25_1754-38a5,flower,femnist,FedAvg,iid,10,25,226,,,1,0.13043478260869565,3.6109321435292565,0.055,0.0435,0.08693478260869565,867.58,16.639599999999998,953.37790625,0.17808996868133545,6.320060729980469,0.042224340438842774,2026-08-25 17:54:02.149281,2026-08-25 18:08:45.812191,25,Flower,FEMNIST
fedml-femnist-aug25_1808-e237,fedml,femnist,FedAvg,iid,10,25,226,,,1,0.05652173913043478,3.6331059058507282,0.0478,0.0,0.05652173913043478,51.38,16.8776,963.799734375,0.19374157238006592,6.320060729980469,0.0004,2026-08-25 18:08:47.782792,2026-08-25 18:09:49.459544,25,FedML,FEMNIST
fedml-cifar100-aug25_1820-738a,fedml,cifar100,FedAvg,iid,2,5,1000,,,3,0.095,5.45104444026947,0.005,0.09,0.0050000000000000044,24.85,13.0,731.979296875,1.971432590484619,6.3966217041015625,0.0,2026-08-25 18:20:07.820283,2026-08-25 18:20:41.795360,5,FedML,CIFAR-100
fedml-cifar100-aug25_1820-41e3,fedml,cifar100,FedAvg,iid,2,10,1000,,,3,0.115,9.148848354816437,0.025,0.09,0.02500000000000001,34.66,16.5,738.766796875,1.8034400820732117,6.3966217041015625,0.0,2026-08-25 18:20:52.862337,2026-08-25 18:21:36.244437,10,FedML,CIFAR-100
fedml-cifar100-aug25_1821-e1fa,fedml,cifar100,FedAvg,iid,2,15,1000,,,3,0.14,11.10331517457962,0.02,0.12,0.020000000000000018,49.48,12.666666666666666,753.21484375,2.036883274714152,6.3966217041015625,0.0,2026-08-25 18:21:37.907202,2026-08-25 18:22:36.249165,15,FedML,CIFAR-100
fedml-cifar100-aug25_1822-9430,fedml,cifar100,FedAvg,iid,5,5,1000,,,3,0.116,4.24984130859375,0.0258,0.08,0.036000000000000004,30.23,15.196,734.214375,1.888512840270996,6.3966217041015625,0.002,2026-08-25 18:22:37.959934,2026-08-25 18:23:16.897983,5,FedML,CIFAR-100
fedml-cifar100-aug25_1823-80f9,fedml,cifar100,FedAvg,iid,5,10,1000,,,3,0.142,5.259318327903747,0.0223,0.11,0.03199999999999999,43.03,15.198,747.30125,1.89828547000885,6.3966217041015625,0.001,2026-08-25 18:23:23.002965,2026-08-25 18:24:14.781151,10,FedML,CIFAR-100
fedml-cifar100-aug25_1824-3bb4,fedml,cifar100,FedAvg,iid,5,15,1000,,,3,0.184,6.4233298063278195,0.0287,0.15,0.034,58.95,16.0,754.4964583333333,1.9027253754933675,6.3966217041015625,0.0006666666666666666,2026-08-25 18:24:23.058642,2026-08-25 18:25:30.735874,15,FedML,CIFAR-100
fedml-cifar100-aug25_1825-348b,fedml,cifar100,FedAvg,iid,8,5,1000,,,3,0.13125,4.15139489620924,0.0333,0.09,0.04125000000000001,36.77,15.747499999999999,730.98662109375,1.902898555994034,6.3966217041015625,0.002,2026-08-25 18:25:38.127059,2026-08-25 18:26:23.854721,5,FedML,CIFAR-100
fedml-cifar100-aug25_1826-212c,fedml,cifar100,FedAvg,iid,8,10,1000,,,3,0.20625,4.819836311042309,0.03,0.15,0.056249999999999994,51.99,14.625,747.2966796875,2.062072032690048,6.3966217041015625,0.0,2026-08-25 18:26:38.179935,2026-08-25 18:27:39.114247,10,FedML,CIFAR-100
fedml-cifar100-aug25_1827-c2d9,fedml,cifar100,FedAvg,iid,8,15,1000,,,3,0.21625,5.5842591524124146,0.0312,0.17,0.046249999999999986,66.0,14.915833333333333,750.7337565104167,2.0289979696273805,6.3966217041015625,0.0013333333333333333,2026-08-25 18:27:53.259011,2026-08-25 18:29:08.051767,15,FedML,CIFAR-100
fedml-cifar100-aug25_1829-57bc,fedml,cifar100,FedAvg,iid,2,5,2000,,,3,0.1825,4.908424939428056,0.0125,0.17,0.012499999999999983,35.3,15.0,755.78046875,3.778240704536438,6.3966217041015625,0.0,2026-08-25 18:29:08.328996,2026-08-25 18:29:52.233854,5,FedML,CIFAR-100
fedml-cifar100-aug25_1829-d452,fedml,cifar100,FedAvg,iid,2,10,2000,,,3,0.1825,7.816439253943307,0.0175,0.165,0.017499999999999988,58.34,15.0,763.487890625,4.041495347023011,6.3966217041015625,0.0,2026-08-25 18:29:53.370880,2026-08-25 18:31:00.435354,10,FedML,CIFAR-100
fedml-cifar100-aug25_1831-d222,fedml,cifar100,FedAvg,iid,2,15,2000,,,3,0.21,9.563034091676984,0.02,0.19,0.01999999999999999,83.88,15.663333333333332,776.5608072916667,4.251041873296102,6.3966217041015625,0.0006666666666666666,2026-08-25 18:31:08.425293,2026-08-25 18:32:41.051508,15,FedML,CIFAR-100
fedml-cifar100-aug25_1832-1bb0,fedml,cifar100,FedAvg,iid,5,5,2000,,,3,0.197,3.7555449145180844,0.0229,0.175,0.02200000000000002,42.52,14.395999999999999,757.04921875,4.085782423019409,6.3966217041015625,0.0,2026-08-25 18:32:53.496065,2026-08-25 18:33:44.862172,5,FedML,CIFAR-100
fedml-cifar100-aug25_1833-d587,fedml,cifar100,FedAvg,iid,5,10,2000,,,3,0.236,4.9766138076782225,0.0231,0.2,0.035999999999999976,67.29,15.398,768.03953125,4.0695727443695064,6.3966217041015625,0.001,2026-08-25 18:33:53.549004,2026-08-25 18:35:09.608303,10,FedML,CIFAR-100
fedml-cifar100-aug25_1835-dde6,fedml,cifar100,FedAvg,iid,5,15,2000,,,3,0.247,6.048672478539603,0.0172,0.23,0.016999999999999987,92.51,15.333333333333334,780.871875,3.996942923863729,6.3966217041015625,0.0013333333333333333,2026-08-25 18:35:23.621740,2026-08-25 18:37:04.868258,15,FedML,CIFAR-100
fedml-cifar100-aug25_1837-17c7,fedml,cifar100,FedAvg,iid,8,5,2000,,,3,0.185,3.7143265392099107,0.0274,0.14,0.044999999999999984,49.2,16.2475,755.26181640625,4.152281868457794,6.3966217041015625,0.002,2026-08-25 18:37:08.705315,2026-08-25 18:38:06.883699,5,FedML,CIFAR-100
fedml-cifar100-aug25_1838-0786,fedml,cifar100,FedAvg,iid,8,10,2000,,,3,0.218125,4.474516625915254,0.0184,0.185,0.033125000000000016,74.85,15.497500000000002,772.981201171875,4.204804065823555,6.3966217041015625,0.001,2026-08-25 18:38:08.761884,2026-08-25 18:39:32.480066,10,FedML,CIFAR-100
fedml-cifar100-aug25_1839-5867,fedml,cifar100,FedAvg,iid,8,15,2000,,,3,0.23,5.239228972366878,0.0211,0.19,0.04000000000000001,99.9,15.24666666666667,780.3602213541667,4.0429130057493845,6.3966217041015625,0.0006666666666666666,2026-08-25 18:39:38.832576,2026-08-25 18:41:27.672217,15,FedML,CIFAR-100
fedml-cifar100-aug25_1841-0cba,fedml,cifar100,FedAvg,iid,2,5,4000,,,3,0.2325,4.356346992345957,0.01,0.2225,0.010000000000000009,56.26,15.99,760.900390625,8.032978200912476,6.3966217041015625,0.0,2026-08-25 18:41:38.926375,2026-08-25 18:42:43.901833,5,FedML,CIFAR-100
fedml-cifar100-aug25_1842-f260,fedml,cifar100,FedAvg,iid,2,10,4000,,,3,0.2425,7.1745516153482285,0.0175,0.225,0.017499999999999988,106.76,14.5,785.53046875,8.579077756404876,6.3966217041015625,0.001,2026-08-25 18:42:53.979862,2026-08-25 18:44:49.454321,10,FedML,CIFAR-100
fedml-cifar100-aug25_1844-64db,fedml,cifar100,FedAvg,iid,2,15,4000,,,3,0.23125,8.764489027170034,0.0312,0.2,0.03125,147.61,14.333333333333334,792.1829427083334,7.994704365730286,6.3966217041015625,0.0006666666666666666,2026-08-25 18:44:54.056734,2026-08-25 18:47:30.366046,15,FedML,CIFAR-100
fedml-cifar100-aug25_1847-a216,fedml,cifar100,FedAvg,iid,5,5,4000,,,3,0.2575,3.46476557804988,0.0248,0.215,0.04250000000000001,65.31,14.8,768.4584375,8.048278093338013,6.3966217041015625,0.002,2026-08-25 18:47:39.155096,2026-08-25 18:48:53.320555,5,FedML,CIFAR-100
fedml-cifar100-aug25_1848-ff5b,fedml,cifar100,FedAvg,iid,5,10,4000,,,3,0.2865,4.708913208888127,0.038,0.2175,0.06899999999999998,115.66,14.6,781.899921875,8.19205596923828,6.3966217041015625,0.001,2026-08-25 18:48:54.216715,2026-08-25 18:50:58.809890,10,FedML,CIFAR-100
fedml-cifar100-aug25_1851-26d8,fedml,cifar100,FedAvg,iid,5,15,4000,,,3,0.3095,5.506187233558069,0.0279,0.2625,0.046999999999999986,163.82,15.462666666666667,793.923125,8.211439781188965,6.3966217041015625,0.0006666666666666666,2026-08-25 18:51:09.307829,2026-08-25 18:54:01.968528,15,FedML,CIFAR-100
fedml-cifar100-aug25_1854-15af,fedml,cifar100,FedAvg,iid,8,5,4000,,,3,0.265,3.363022976196729,0.017,0.24,0.025000000000000022,70.99,15.75,768.63310546875,8.018530333042145,6.3966217041015625,0.0,2026-08-25 18:54:09.425814,2026-08-25 18:55:29.407694,5,FedML,CIFAR-100
fedml-cifar100-aug25_1855-b039,fedml,cifar100,FedAvg,iid,8,10,4000,,,3,0.30375,4.303077991192158,0.0289,0.27,0.03375,121.01,14.873750000000001,783.630322265625,8.10155300796032,6.3966217041015625,0.002,2026-08-25 18:55:39.498140,2026-08-25 18:57:49.477794,10,FedML,CIFAR-100
fedml-cifar100-aug25_1857-286d,fedml,cifar100,FedAvg,iid,8,15,4000,,,3,0.3271875,5.02071733199633,0.0179,0.2925,0.03468750000000004,170.51,15.748333333333335,789.8693684895833,8.146127790212631,6.3966217041015625,0.0006666666666666666,2026-08-25 18:57:54.599595,2026-08-25 19:00:53.987719,15,FedML,CIFAR-100
fedml-femnist-aug25_1900-8b8f,fedml,femnist,FedAvg,iid,2,5,1000,,,3,0.69,1.4194396436214447,0.02,0.67,0.019999999999999907,28.58,18.0,961.0484375,1.7096689939498901,6.320060729980469,0.002,2026-08-25 19:00:54.724568,2026-08-25 19:01:32.102315,5,FedML,FEMNIST
fedml-femnist-aug25_1901-9e4b,fedml,femnist,FedAvg,iid,2,10,1000,,,3,0.72,1.7337611764669418,0.04,0.68,0.039999999999999925,38.08,15.495,954.9943359375,1.5082940816879273,6.320060729980469,0.0,2026-08-25 19:01:39.764671,2026-08-25 19:02:26.434994,10,FedML,FEMNIST
fedml-femnist-aug25_1902-943f,fedml,femnist,FedAvg,iid,2,15,1000,,,3,0.76,1.9769890531897545,0.0,0.76,0.0,51.15,15.0,966.3643229166667,1.7885053714116415,6.320060729980469,0.0,2026-08-25 19:02:39.816460,2026-08-25 19:03:39.639876,15,FedML,FEMNIST
fedml-femnist-aug25_1903-48e3,fedml,femnist,FedAvg,iid,5,5,1000,,,3,0.68,1.115695820748806,0.0529,0.61,0.07000000000000006,35.79,13.2,942.77828125,1.7682981872558594,6.320060729980469,0.0,2026-08-25 19:03:39.868209,2026-08-25 19:04:24.396794,5,FedML,FEMNIST
