run_id,framework,dataset,strategy,partition_strategy,clients,rounds,samples_per_client,alpha,shards_per_client,epochs,final_accuracy,final_loss,final_accuracy_std,final_worst_client_accuracy,fairness_gap,wall_clock_time_seconds,avg_cpu_usage_percent,avg_peak_memory_mb,avg_compute_time_seconds,avg_comm_size_mb,avg_aggregation_time_sec,started_at,completed_at,n_rounds_logged
flower-cifar100-aug23_1425-125f,flower,cifar100,FedAvg,iid,5,5,2000,,,3,0.255,3.138730451038906,0.0164,0.235,0.020000000000000018,97.52,2.1959999999999997,697.41265625,5.77709885597229,6.3966217041015625,0.023077392578125,2026-08-23 14:25:51.070668,2026-08-23 14:27:43.138126,5
flower-cifar100-aug23_1427-d91f,flower,cifar100,FedAvg,iid,5,10,2000,,,3,0.252,4.123816040584019,0.0169,0.23,0.021999999999999992,182.45,2.0340000000000003,719.743671875,5.623249397277832,6.3966217041015625,0.02261230945587158,2026-08-23 14:27:51.149692,2026-08-23 14:31:07.568393,10
flower-cifar100-aug23_1431-92c0,flower,cifar100,FedAvg,iid,5,15,2000,,,3,0.245,5.271275758743286,0.0235,0.21,0.035,263.76,1.9320000000000015,711.4064583333334,5.22916212717692,6.3966217041015625,0.018674596150716146,2026-08-23 14:31:21.282758,2026-08-23 14:35:59.876646,15
flower-cifar100-aug23_1436-b453,flower,cifar100,FedAvg,iid,8,5,2000,,,3,0.240625,3.18573688183512,0.021,0.205,0.03562500000000002,129.97,2.3675,697.9609375,5.688303369283676,6.3966217041015625,0.030804872512817383,2026-08-23 14:36:06.461885,2026-08-23 14:38:30.856698,5
flower-cifar100-aug23_1438-f5fb,flower,cifar100,FedAvg,iid,8,10,2000,,,3,0.26125,3.4221621368612563,0.0281,0.225,0.03624999999999998,251.66,2.2399999999999993,709.44033203125,5.499641942977905,6.3966217041015625,0.0274627685546875,2026-08-23 14:38:36.563576,2026-08-23 14:43:02.511604,10
flower-cifar100-aug23_1443-d351,flower,cifar100,FedAvg,iid,8,15,2000,,,3,0.273125,4.176173269748688,0.0232,0.235,0.03812500000000002,366.82,2.164999999999999,722.3618815104167,5.377834413448969,6.3966217041015625,0.02732426325480143,2026-08-23 14:43:06.743958,2026-08-23 14:49:27.695695,15
flower-cifar100-aug23_1449-ac02,flower,cifar100,FedAvg,iid,2,5,4000,,,3,0.23875,4.1659555068382845,0.0062,0.2325,0.006249999999999978,96.37,1.83,717.752734375,12.133179473876954,6.3966217041015625,0.013648271560668945,2026-08-23 14:49:37.007533,2026-08-23 14:51:27.615141,5
flower-cifar100-aug23_1451-5775,flower,cifar100,FedAvg,iid,2,10,4000,,,3,0.2525,6.1189246727870055,0.025,0.2275,0.024999999999999994,172.38,1.7200000000000002,719.404296875,10.990686917304993,6.3966217041015625,0.01287386417388916,2026-08-23 14:51:37.080426,2026-08-23 14:54:43.368838,10
flower-cifar100-aug23_1454-ab30,flower,cifar100,FedAvg,iid,2,15,4000,,,3,0.25875,7.547085138467642,0.0188,0.24,0.01874999999999999,288.35,1.6100000000000003,722.3915364583333,11.895435214042664,6.3966217041015625,0.012872791290283203,2026-08-23 14:54:52.186907,2026-08-23 14:59:54.819769,15
flower-cifar100-aug23_1500-cf65,flower,cifar100,FedAvg,iid,5,5,4000,,,3,0.2975,2.850643653136033,0.0294,0.255,0.04249999999999998,124.86,2.7000000000000006,727.62140625,11.300072441101074,6.3966217041015625,0.023220396041870116,2026-08-23 15:00:07.355858,2026-08-23 15:02:26.693261,5
flower-cifar100-aug23_1502-a837,flower,cifar100,FedAvg,iid,5,10,4000,,,3,0.32,3.6977054779346177,0.0147,0.3,0.020000000000000018,239.91,2.604000000000001,722.635078125,11.068201122283936,6.3966217041015625,0.022246527671813964,2026-08-23 15:02:37.451601,2026-08-23 15:06:51.852073,10
flower-cifar100-aug23_1506-95e6,flower,cifar100,FedAvg,iid,5,15,4000,,,3,0.3185,4.539008753116314,0.0345,0.2625,0.055999999999999994,360.15,2.521333333333335,735.96140625,11.066829468409221,6.3966217041015625,0.01967730522155762,2026-08-23 15:06:52.603596,2026-08-23 15:13:06.966316,15
flower-cifar100-aug23_1513-2bac,flower,cifar100,FedAvg,iid,8,5,4000,,,3,0.319375,2.795818648659266,0.0158,0.2975,0.021875000000000033,164.09,3.2775000000000007,724.5146484375,11.569657218456268,6.3966217041015625,0.031005287170410158,2026-08-23 15:13:07.825463,2026-08-23 15:16:06.001775,5
flower-cifar100-aug23_1516-f7fd,flower,cifar100,FedAvg,iid,8,10,4000,,,3,0.3496875,3.2246863715923753,0.0245,0.305,0.04468749999999999,310.49,3.0550000000000006,741.73291015625,11.053239366412162,6.3966217041015625,0.030623555183410645,2026-08-23 15:16:07.938611,2026-08-23 15:21:32.314857,10
flower-cifar100-aug23_1521-91f3,flower,cifar100,FedAvg,iid,8,15,4000,,,3,0.3559375,3.8914327140037828,0.0237,0.32,0.03593750000000001,458.65,3.055000000000001,752.77421875,11.078897585471472,6.3966217041015625,0.03398011525472005,2026-08-23 15:21:38.151577,2026-08-23 15:29:30.850133,15
flower-cifar100-aug23_1752-34f1,flower,cifar100,FedProx,iid,5,10,2000,,,3,0.246,3.4899388449532647,0.026,0.205,0.04100000000000001,198.5,2.2680000000000002,731.16546875,7.485863976478576,6.3966217041015625,0.022252726554870605,2026-08-23 17:52:43.427555,2026-08-23 17:56:16.014756,10
flower-cifar100-aug23_1756-0d44,flower,cifar100,FedAvg,shard,5,10,2000,,2.0,3,0.226,3.47794177872794,0.0472,0.175,0.05100000000000002,183.07,2.0380000000000003,707.829921875,5.847083301544189,6.3966217041015625,0.021564483642578125,2026-08-23 17:56:28.567907,2026-08-23 17:59:45.976707,10
flower-cifar100-aug23_1759-3b05,flower,cifar100,FedProx,shard,5,10,2000,,2.0,3,0.235,3.2501063074384415,0.0179,0.21,0.024999999999999994,197.63,2.1839999999999993,733.229140625,7.073888354301452,6.3966217041015625,0.02019054889678955,2026-08-23 17:59:58.691947,2026-08-23 18:03:30.606745,10
flower-cifar100-aug23_1803-5153,flower,cifar100,FedAvg,dirichlet,5,10,2000,0.5,,3,0.254,4.080323362350464,0.0338,0.215,0.03900000000000001,185.61,2.042,706.5540625,5.729815969467163,6.3966217041015625,0.021222233772277832,2026-08-23 18:03:43.820445,2026-08-23 18:07:04.205994,10
flower-cifar100-aug23_1807-a463,flower,cifar100,FedProx,dirichlet,5,10,2000,0.5,,3,0.235,3.608294425691877,0.027,0.205,0.03,199.54,2.2279999999999998,737.385546875,7.285509867668152,6.3966217041015625,0.020352697372436522,2026-08-23 18:07:13.954820,2026-08-23 18:10:47.503905,10
flower-femnist-aug23_1529-e9c1,flower,femnist,FedAvg,iid,2,5,1000,,,3,0.7,1.2213653475046158,0.03,0.67,0.029999999999999916,96.64,1.4599999999999997,907.022265625,2.8604149341583254,6.320060729980469,0.014215803146362305,2026-08-23 15:29:38.469170,2026-08-23 15:31:38.244287,5
flower-femnist-aug23_1531-7c20,flower,femnist,FedAvg,iid,2,10,1000,,,3,0.72,1.5863056257367134,0.01,0.71,0.010000000000000009,187.51,1.3149999999999997,918.880078125,2.70041880607605,6.320060729980469,0.01432943344116211,2026-08-23 15:31:38.541518,2026-08-23 15:34:59.941931,10
flower-femnist-aug23_1535-54ae,flower,femnist,FedAvg,iid,2,15,1000,,,3,0.735,2.298063561320305,0.005,0.73,0.0050000000000000044,273.94,1.2966666666666669,919.1354166666666,2.4369367678960163,6.320060729980469,0.013765875498453777,2026-08-23 15:35:08.657529,2026-08-23 15:39:56.569002,15
flower-femnist-aug23_1540-9cc8,flower,femnist,FedAvg,iid,5,5,1000,,,3,0.714,1.01385657787323,0.0258,0.67,0.04399999999999993,133.08,1.9720000000000002,915.02765625,2.5538491725921633,6.320060729980469,0.02523632049560547,2026-08-23 15:40:08.817841,2026-08-23 15:42:35.811364,5
flower-femnist-aug23_1542-da6c,flower,femnist,FedAvg,iid,5,10,1000,,,3,0.736,0.9548003509640693,0.0467,0.67,0.06599999999999995,257.8,1.8660000000000005,931.25953125,2.4879528188705446,6.320060729980469,0.021152186393737792,2026-08-23 15:42:38.910507,2026-08-23 15:47:11.320133,10
flower-femnist-aug23_1547-0331,flower,femnist,FedAvg,iid,5,15,1000,,,3,0.76,1.0808100715279578,0.0395,0.7,0.06000000000000005,383.38,1.8226666666666664,938.7764583333334,2.529639902114868,6.320060729980469,0.02461444536844889,2026-08-23 15:47:24.080721,2026-08-23 15:54:02.160770,15
flower-femnist-aug23_1554-ca99,flower,femnist,FedAvg,iid,8,5,1000,,,3,0.76375,0.8363402457907796,0.0424,0.69,0.0737500000000001,170.97,2.32,920.30224609375,2.8077590644359587,6.320060729980469,0.03270912170410156,2026-08-23 15:54:09.313481,2026-08-23 15:57:14.560572,5
flower-femnist-aug23_1557-3f52,flower,femnist,FedAvg,iid,8,10,1000,,,3,0.79375,0.7031888354104012,0.0308,0.75,0.043749999999999956,333.95,2.183749999999999,934.084765625,2.578567346930504,6.320060729980469,0.02919166088104248,2026-08-23 15:57:24.433102,2026-08-23 16:03:12.906944,10
flower-femnist-aug23_1603-e04d,flower,femnist,FedAvg,iid,8,15,1000,,,3,0.795,0.7986347745172679,0.035,0.75,0.04500000000000004,488.93,2.142499999999999,939.4093098958333,2.5959196190039315,6.320060729980469,0.046280924479166666,2026-08-23 16:03:24.650470,2026-08-23 16:11:48.125470,15
flower-femnist-aug23_1611-17ba,flower,femnist,FedAvg,iid,2,5,2000,,,3,0.81,0.6997471590127264,0.03,0.78,0.030000000000000027,110.45,1.4400000000000002,925.72265625,5.121551179885865,6.320060729980469,0.013862419128417968,2026-08-23 16:11:54.971284,2026-08-23 16:13:59.734847,5
flower-femnist-aug23_1614-f368,flower,femnist,FedAvg,iid,2,10,2000,,,3,0.8,0.9104148149490356,0.0,0.8,0.0,214.47,1.4350000000000003,910.6931640625,5.233340811729431,6.320060729980469,0.013217806816101074,2026-08-23 16:14:10.048370,2026-08-23 16:17:59.129403,10
flower-femnist-aug23_1618-61ef,flower,femnist,FedAvg,iid,2,15,2000,,,3,0.79,1.2836428923266274,0.01,0.78,0.010000000000000009,314.04,1.3766666666666663,918.6279947916667,4.814458076159159,6.320060729980469,0.011433283487955729,2026-08-23 16:18:10.174544,2026-08-23 16:23:38.640878,15
flower-femnist-aug23_1623-62cf,flower,femnist,FedAvg,iid,5,5,2000,,,3,0.783,0.7761701686041694,0.0166,0.76,0.02300000000000002,153.01,2.3200000000000007,910.9659375,6.355748157501221,6.320060729980469,0.024781513214111327,2026-08-23 16:23:40.349387,2026-08-23 16:26:27.361429,5
flower-femnist-aug23_1626-3cb5,flower,femnist,FedAvg,iid,5,10,2000,,,3,0.794,0.8627539932727813,0.0159,0.78,0.014000000000000012,288.62,2.092,928.11921875,5.305871634483338,6.320060729980469,0.025026512145996094,2026-08-23 16:26:40.455773,2026-08-23 16:31:43.643409,10
flower-femnist-aug23_1631-b54c,flower,femnist,FedAvg,iid,5,15,2000,,,3,0.787,1.0985920301505498,0.0387,0.73,0.05700000000000005,424.28,2.0333333333333337,929.8282291666667,4.93161389986674,6.320060729980469,0.02455876668294271,2026-08-23 16:31:55.634947,2026-08-23 16:39:13.985761,15
flower-femnist-aug23_1639-f433,flower,femnist,FedAvg,iid,8,5,2000,,,3,0.806875,0.6510026188833373,0.023,0.78,0.026874999999999982,192.01,2.6375,916.91376953125,5.7161389827728275,6.320060729980469,0.03143467903137207,2026-08-23 16:39:25.894795,2026-08-23 16:42:51.949093,5
flower-femnist-aug23_1642-9ce7,flower,femnist,FedAvg,iid,8,10,2000,,,3,0.8325,0.6364559685545309,0.0217,0.795,0.03749999999999998,360.06,2.468750000000001,934.338134765625,4.917863371968269,6.320060729980469,0.033318948745727536,2026-08-23 16:42:56.020852,2026-08-23 16:49:10.458501,10
flower-femnist-aug23_1649-4717,flower,femnist,FedAvg,iid,8,15,2000,,,3,0.818125,0.6936498428029674,0.0263,0.78,0.038124999999999964,534.95,2.440000000000001,947.12646484375,5.010372211535771,6.320060729980469,0.02740956942240397,2026-08-23 16:49:11.243199,2026-08-23 16:58:20.529798,15
flower-femnist-aug23_1658-cce0,flower,femnist,FedAvg,iid,2,5,4000,,,3,0.8275,0.7007905262020918,0.005,0.8225,0.0050000000000000044,132.41,1.5900000000000003,918.741796875,9.430576944351197,6.320060729980469,0.017473983764648437,2026-08-23 16:58:26.584232,2026-08-23 17:00:53.619541,5
flower-femnist-aug23_1700-754f,flower,femnist,FedAvg,iid,2,10,4000,,,3,0.81,1.0350384746606534,0.0025,0.8075,0.0025000000000000577,255.79,1.4799999999999995,922.741015625,9.190109217166901,6.320060729980469,0.01557779312133789,2026-08-23 17:00:56.670052,2026-08-23 17:05:26.687092,10
flower-femnist-aug23_1705-1b13,flower,femnist,FedAvg,iid,2,15,4000,,,3,0.7925,1.2847101413286648,0.0,0.7925,0.0,406.03,1.4666666666666661,937.2158854166667,10.321086319287618,6.320060729980469,0.014982843399047851,2026-08-23 17:05:26.809840,2026-08-23 17:12:26.886101,15
flower-femnist-aug23_1712-a385,flower,femnist,FedAvg,iid,5,5,4000,,,3,0.824,0.6053545232002552,0.0058,0.8175,0.00649999999999995,183.08,2.555999999999999,930.75015625,10.957858448028565,6.320060729980469,0.02404947280883789,2026-08-23 17:12:27.025985,2026-08-23 17:15:44.409332,5
flower-femnist-aug23_1715-9261,flower,femnist,FedAvg,iid,5,10,4000,,,3,0.829,0.7239023641898081,0.0134,0.8125,0.01649999999999996,358.57,2.456,929.957109375,10.995731387138367,6.320060729980469,0.020912671089172365,2026-08-23 17:15:57.144034,2026-08-23 17:22:10.078110,10
flower-femnist-aug23_1722-c685,flower,femnist,FedAvg,iid,5,15,4000,,,3,0.8195,0.8862223010796766,0.0102,0.8075,0.01200000000000001,496.14,2.409333333333335,949.5309895833333,9.694035520553589,6.320060729980469,0.023809305826822915,2026-08-23 17:22:12.347342,2026-08-23 17:30:42.804418,15
flower-femnist-aug23_1730-9801,flower,femnist,FedAvg,iid,8,5,4000,,,3,0.8378125,0.5089791120531468,0.0144,0.82,0.01781250000000001,218.09,3.1850000000000005,927.98447265625,10.823412585258485,6.320060729980469,0.033538818359375,2026-08-23 17:30:57.642649,2026-08-23 17:34:50.234522,5
flower-femnist-aug23_1734-587f,flower,femnist,FedAvg,iid,8,10,4000,,,3,0.845,0.5186643842607737,0.0133,0.8325,0.012499999999999956,412.1,2.98125,934.258935546875,9.602280727028846,6.320060729980469,0.03322620391845703,2026-08-23 17:34:57.784193,2026-08-23 17:42:04.733204,10
flower-femnist-aug23_1742-c88b,flower,femnist,FedAvg,iid,8,15,4000,,,3,0.8415625,0.5604066175337021,0.0062,0.8325,0.009062499999999973,613.3,2.9433333333333342,949.9255208333333,9.639476237694423,6.320060729980469,0.030559015274047852,2026-08-23 17:42:13.043658,2026-08-23 17:52:40.496403,15
nvflare-cifar100-aug23_1842-3ca9,nvflare,cifar100,FedAvg,iid,2,5,1000,,,3,0.12,4.2122692465782166,0.0,0.12,0.0,60.48,51.879999999999995,627.599609375,5.403921627998352,6.3966217041015625,2.768,2026-08-23 18:42:37.674932,2026-08-23 18:43:38.755773,5
nvflare-cifar100-aug23_1843-c44e,nvflare,cifar100,FedAvg,iid,2,10,1000,,,3,0.12,6.713086366653442,0.01,0.1,0.01999999999999999,64.28,32.13000000000001,617.358984375,1.5645511388778686,6.3966217041015625,2.9,2026-08-23 18:43:52.730846,2026-08-23 18:44:57.646930,10
nvflare-cifar100-aug23_1845-41c7,nvflare,cifar100,FedAvg,iid,2,15,1000,,,3,0.19,8.67547357082367,0.04,0.11,0.08,93.98,36.576666666666675,612.9614583333333,1.946855370203654,6.3966217041015625,3.0653333333333337,2026-08-23 18:45:07.786317,2026-08-23 18:46:42.414490,15
nvflare-cifar100-aug23_1846-9715,nvflare,cifar100,FedAvg,iid,5,5,1000,,,3,0.2,3.7657670378684998,0.0331,0.11,0.09000000000000001,409.03,80.63999999999999,620.22484375,67.14061791419982,6.3966217041015625,18.528,2026-08-23 18:46:52.875817,2026-08-23 18:53:42.536961,5
nvflare-cifar100-aug23_1853-a389,nvflare,cifar100,FedAvg,iid,5,10,1000,,,3,0.19,4.03464412689209,0.0102,0.19,0.0,902.09,87.38799999999999,628.439609375,74.45860570430756,6.3966217041015625,9.216000000000001,2026-08-23 18:53:53.128888,2026-08-23 19:08:55.836768,10
nvflare-cifar100-aug23_1909-0670,nvflare,cifar100,FedAvg,iid,5,15,1000,,,3,0.24,4.654818534851074,0.0214,0.18,0.06,1403.53,90.25333333333332,627.2201041666667,79.97435323079426,6.3966217041015625,11.184666666666665,2026-08-23 19:09:08.685893,2026-08-23 19:32:32.845203,15
nvflare-cifar100-aug23_1932-ef09,nvflare,cifar100,FedAvg,iid,8,5,1000,,,3,0.15,3.9445658922195435,0.0269,0.14,0.009999999999999981,784.76,82.39750000000001,614.15859375,138.82093531489372,6.3966217041015625,6.465999999999999,2026-08-23 19:32:39.546210,2026-08-23 19:45:44.930706,5
nvflare-cifar100-aug23_1945-0732,nvflare,cifar100,FedAvg,iid,8,10,1000,,,3,0.2,4.39907830953598,0.035,0.2,0.0,1701.07,90.06250000000001,619.890087890625,153.27463683485985,6.3966217041015625,5.916,2026-08-23 19:45:55.048638,2026-08-23 20:14:16.725820,10
nvflare-cifar100-aug23_2014-866f,nvflare,cifar100,FedAvg,iid,8,15,1000,,,3,0.18,5.058367073535919,0.0344,0.17,0.009999999999999981,2589.51,92.86333333333333,627.2755208333333,154.04488873283069,6.3966217041015625,6.311333333333334,2026-08-23 20:14:26.095038,2026-08-23 20:57:36.217001,15
nvflare-cifar100-aug23_2057-22f6,nvflare,cifar100,FedAvg,iid,2,5,2000,,,3,0.215,3.5171921934400285,0.03,0.155,0.06,58.08,55.96,637.30625,5.004625678062439,6.3966217041015625,2.63,2026-08-23 20:57:42.877439,2026-08-23 20:58:41.550644,5
nvflare-cifar100-aug23_2058-a3e0,nvflare,cifar100,FedAvg,iid,2,10,2000,,,3,0.195,6.5753017493656705,0.005,0.185,0.010000000000000009,99.76,54.894999999999996,631.94453125,4.49601446390152,6.3966217041015625,3.214,2026-08-23 20:58:42.930567,2026-08-23 21:00:23.336781,10
nvflare-cifar100-aug23_2100-6e39,nvflare,cifar100,FedAvg,iid,2,15,2000,,,3,0.215,6.64362451008388,0.0175,0.18,0.035,166.93,62.47666666666667,632.7690104166667,6.505242037773132,6.3966217041015625,3.2546666666666666,2026-08-23 21:00:28.007665,2026-08-23 21:03:15.602403,15
nvflare-cifar100-aug23_2103-c50c,nvflare,cifar100,FedAvg,iid,5,5,2000,,,3,0.24,3.24771853855678,0.0279,0.19,0.04999999999999999,1007.36,96.17199999999998,635.746875,178.7466953277588,6.3966217041015625,17.712,2026-08-23 21:03:28.134728,2026-08-23 21:20:16.107656,5
nvflare-cifar100-aug23_2120-05bf,nvflare,cifar100,FedAvg,iid,5,10,2000,,,3,0.23,3.59574716431754,0.0278,0.205,0.025000000000000022,1941.38,96.88199999999999,641.19875,180.168199634552,6.3966217041015625,16.500000000000004,2026-08-23 21:20:28.690701,2026-08-23 21:52:50.695659,10
nvflare-cifar100-aug23_2152-f7cb,nvflare,cifar100,FedAvg,iid,5,15,2000,,,3,0.305,4.668627330235073,0.0273,0.23,0.07499999999999998,2883.9,97.07333333333328,644.8286458333333,174.37658301671345,6.3966217041015625,6.212000000000001,2026-08-23 21:52:59.789721,2026-08-23 22:41:04.293415,15
nvflare-cifar100-aug23_2241-5381,nvflare,cifar100,FedAvg,iid,8,5,2000,,,3,0.225,3.136740412030901,0.0129,0.205,0.020000000000000018,1715.84,96.88249999999996,640.6884765625,304.3498688399792,6.3966217041015625,34.1,2026-08-23 22:41:16.437459,2026-08-23 23:09:52.908247,5
nvflare-cifar100-aug23_2310-46fb,nvflare,cifar100,FedAvg,iid,8,10,2000,,,3,0.255,3.259202786854335,0.0274,0.22,0.035,3529.59,97.85375000000006,640.5291015625,318.5639022141695,6.3966217041015625,48.64300000000001,2026-08-23 23:10:02.404956,2026-08-24 00:08:52.699027,10
nvflare-cifar100-aug24_0009-f4e0,nvflare,cifar100,FedAvg,iid,8,15,2000,,,3,0.29,3.299482822418213,0.0194,0.23,0.05999999999999997,0.0,97.85375000000002,641.62666015625,318.98527648150923,6.3966217041015625,31.504545454545454,2026-08-24 00:09:04.532222,2026-08-24 01:09:28.015059,11
nvflare-cifar100-aug24_0109-f1e3,nvflare,cifar100,FedAvg,iid,2,5,4000,,,3,0.2725,3.356264646236713,0.0,0.2725,0.0,1565.72,96.25,644.335546875,275.3245499610901,6.3966217041015625,44.248000000000005,2026-08-24 01:09:36.748445,2026-08-24 01:35:43.119785,5
nvflare-cifar100-aug24_0135-0672,nvflare,cifar100,FedAvg,iid,2,10,4000,,,3,0.27,6.1355473811809835,0.0225,0.225,0.04500000000000001,3080.33,96.965,651.7544921875,273.3171462059021,6.3966217041015625,52.625,2026-08-24 01:35:52.566464,2026-08-24 02:27:13.638410,10
nvflare-cifar100-aug24_0227-11ad,nvflare,cifar100,FedAvg,iid,2,15,4000,,,3,0.2725,6.45837662770198,0.015,0.2425,0.030000000000000027,0.0,96.75499999999998,656.9298828125,328.4601542711258,6.3966217041015625,6.752727272727273,2026-08-24 02:27:24.124331,2026-08-24 03:27:49.189604,11
nvflare-cifar100-aug24_0327-7ade,nvflare,cifar100,FedAvg,iid,5,5,4000,,,3,0.25,3.2956290611853967,0.0294,0.185,0.065,0.0,98.55000000000001,635.8109375,1294.727161550522,6.3966217041015625,20.08,2026-08-24 03:27:55.975457,2026-08-24 04:29:29.790480,3
nvflare-cifar100-aug24_0429-6061,nvflare,cifar100,FedAvg,iid,5,10,4000,,,3,0.2475,3.277116738832914,0.0274,0.1875,0.06,0.0,98.53,640.25390625,1324.8722653150558,6.3966217041015625,51.53666666666667,2026-08-24 04:29:43.015639,2026-08-24 05:31:10.334083,3
nvflare-cifar100-aug24_0531-b7c4,nvflare,cifar100,FedAvg,iid,5,15,4000,,,3,0.2675,3.2260998579171987,0.0322,0.185,0.08250000000000002,0.0,99.07000000000002,642.3328125,1473.1754016160965,6.3966217041015625,128.20666666666668,2026-08-24 05:31:15.121966,2026-08-24 06:32:50.870912,3
nvflare-cifar100-aug24_0633-a952,nvflare,cifar100,FedAvg,iid,8,5,4000,,,3,0.1325,4.351649431081919,0.0126,0.09,0.04250000000000001,0.0,99.125,622.9990234375,2139.910625874996,6.3966217041015625,98.845,2026-08-24 06:33:02.175351,2026-08-24 07:34:31.510377,2
nvflare-cifar100-aug24_0934-8ab6,nvflare,cifar100,FedAvg,iid,8,15,4000,,,3,0.1025,4.319441355191744,0.0082,0.0875,0.015,0.0,99.10000000000001,636.39892578125,2267.461506038904,6.3966217041015625,29.685,2026-08-24 09:34:39.418489,2026-08-24 10:36:13.009735,2
nvflare-cifar100-aug24_1951-96c5,nvflare,cifar100,FedAvg,iid,8,15,2000,,,3,0.29,4.085486548287528,0.0228,0.225,0.06499999999999997,136.54,37.19750000000001,616.0045572916666,3.5555499811967213,6.3966217041015625,3.5460000000000003,2026-08-24 19:51:34.680482,2026-08-24 19:53:51.911651,15
nvflare-cifar100-aug24_1954-96db,nvflare,cifar100,FedAvg,iid,2,15,4000,,,3,0.2875,7.0995330810546875,0.0212,0.245,0.04249999999999998,169.68,33.559999999999995,629.94375,6.735645286242167,6.3966217041015625,3.222666666666667,2026-08-24 19:54:04.844893,2026-08-24 19:56:55.157926,15
nvflare-cifar100-aug24_1957-a2f3,nvflare,cifar100,FedAvg,iid,5,5,4000,,,3,0.3075,2.867370678828313,0.0284,0.2525,0.05499999999999999,79.41,35.903999999999996,630.515625,7.095946455001831,6.3966217041015625,3.652,2026-08-24 19:57:04.959560,2026-08-24 19:58:25.003700,5
nvflare-cifar100-aug24_1958-4d52,nvflare,cifar100,FedAvg,iid,5,10,4000,,,3,0.345,3.3828834203573375,0.0275,0.2975,0.04749999999999999,133.91,36.13399999999999,633.673671875,7.249122109413147,6.3966217041015625,3.3739999999999997,2026-08-24 19:58:35.021286,2026-08-24 20:00:49.581997,10
nvflare-cifar100-aug24_2000-8e44,nvflare,cifar100,FedAvg,iid,5,15,4000,,,3,0.3425,4.364908145024226,0.0195,0.285,0.05750000000000005,178.07,36.137333333333316,635.4834375,6.694327615102132,6.3966217041015625,3.2259999999999995,2026-08-24 20:00:50.109850,2026-08-24 20:03:48.769196,15
nvflare-cifar100-aug24_2003-4279,nvflare,cifar100,FedAvg,iid,8,5,4000,,,3,0.3,2.837879932843722,0.0206,0.265,0.034999999999999976,88.6,37.81500000000001,628.11708984375,7.4233618080616,6.3966217041015625,4.808000000000001,2026-08-24 20:03:50.216145,2026-08-24 20:05:19.416107,5
nvflare-cifar100-aug24_2005-3605,nvflare,cifar100,FedAvg,iid,8,10,4000,,,3,0.3575,2.9429158522532535,0.0167,0.3275,0.02999999999999997,139.03,38.69124999999998,638.203271484375,6.974984210729599,6.3966217041015625,5.061,2026-08-24 20:05:20.279635,2026-08-24 20:07:39.967941,10
nvflare-cifar100-aug24_2007-83a7,nvflare,cifar100,FedAvg,iid,8,15,4000,,,3,0.315,3.7427156888521633,0.029,0.315,0.0,193.07,38.61916666666664,638.3491536458333,6.964057187239329,6.3966217041015625,4.014,2026-08-24 20:07:50.388076,2026-08-24 20:11:04.071958,15
nvflare-cifar100-aug24_2045-e17c,nvflare,cifar100,FedProx,iid,5,10,2000,,,3,0.21,3.254814011710031,0.0393,0.205,0.0050000000000000044,112.15,34.86599999999999,628.14734375,4.981792392730713,6.3966217041015625,3.9869999999999997,2026-08-24 20:45:36.812630,2026-08-24 20:47:29.607036,10
nvflare-cifar100-aug24_2047-234d,nvflare,cifar100,FedAvg,shard,5,10,2000,,2.0,3,0.135,3.4602011271885464,0.0341,0.135,0.0,90.99,35.13199999999999,616.269296875,3.505130395889282,6.3966217041015625,3.405,2026-08-24 20:47:36.892152,2026-08-24 20:49:08.534267,10
nvflare-cifar100-aug24_2049-c574,nvflare,cifar100,FedProx,shard,5,10,2000,,2.0,3,0.165,3.429392235619681,0.0297,0.165,0.0,105.93,35.025999999999996,633.779375,4.681663031578064,6.3966217041015625,3.4539999999999997,2026-08-24 20:49:21.959448,2026-08-24 20:51:08.500275,10
nvflare-cifar100-aug24_2051-f52b,nvflare,cifar100,FedAvg,dirichlet,5,10,2000,0.5,,3,0.255,3.5921994958605086,0.0236,0.195,0.06,94.03,34.866,616.141796875,3.6368669652938843,6.3966217041015625,2.689,2026-08-24 20:51:22.038394,2026-08-24 20:52:56.695979,10
nvflare-cifar100-aug24_2053-315c,nvflare,cifar100,FedProx,dirichlet,5,10,2000,0.5,,3,0.24,3.387289421898978,0.013,0.205,0.035,108.73,35.257999999999996,635.554140625,4.625904369354248,6.3966217041015625,4.269,2026-08-24 20:53:07.105009,2026-08-24 20:54:56.427001,10
nvflare-femnist-aug24_1036-0274,nvflare,femnist,FedAvg,iid,2,5,1000,,,3,0.74,1.142216295003891,0.025,0.69,0.050000000000000044,914.74,99.13000000000001,837.63515625,172.169508600235,6.320060729980469,4.5840000000000005,2026-08-24 10:36:26.513477,2026-08-24 10:51:41.982747,5
nvflare-femnist-aug24_1051-ed1e,nvflare,femnist,FedAvg,iid,2,10,1000,,,3,0.75,1.7151001989841461,0.01,0.73,0.020000000000000018,1652.62,99.19999999999999,841.0681640625,156.5984191775322,6.320060729980469,4.993,2026-08-24 10:51:42.001722,2026-08-24 11:19:15.397081,10
nvflare-femnist-aug24_1119-7f61,nvflare,femnist,FedAvg,iid,2,15,1000,,,3,0.76,2.1299813091754913,0.015,0.73,0.030000000000000027,2150.23,98.51666666666665,845.4140625,134.80256088574728,6.320060729980469,5.332,2026-08-24 11:19:27.907818,2026-08-24 11:55:18.872770,15
